0;750637.1912;15953.41779;0;-1198696.718;0;2493774.919;0;2165521.774;0;9.7
0.04;750637.1912;15953.41779;0;-1198696.718;0;2493774.919;0;-2112228.771;0;9.7
0.08;750637.1912;15953.41779;0;-1198696.718;0;-3683912.98;0;2165521.774;0;9.7
0.12;750637.1912;15953.41779;0;-1198696.718;0;-3683912.98;0;-2112228.771;0;9.7
0.16;750637.1912;-32391.47883;0;-1198696.718;0;2493774.919;0;2165521.774;0;9.7
0.2;750637.1912;-32391.47883;0;-1198696.718;0;2493774.919;0;-2112228.771;0;9.7
0.24;750637.1912;-32391.47883;0;-1198696.718;0;-3683912.98;0;2165521.774;0;9.7
0.28;750637.1912;-32391.47883;0;-1198696.718;0;-3683912.98;0;-2112228.771;0;9.7
0.32;-65674.83861;15953.41779;0;-1198696.718;0;2493774.919;0;2165521.774;0;9.7
0.36;-65674.83861;15953.41779;0;-1198696.718;0;2493774.919;0;-2112228.771;0;9.7
0.4;-65674.83861;15953.41779;0;-1198696.718;0;-3683912.98;0;2165521.774;0;9.7
0.44;-65674.83861;15953.41779;0;-1198696.718;0;-3683912.98;0;-2112228.771;0;9.7
0.48;-65674.83861;-32391.47883;0;-1198696.718;0;2493774.919;0;2165521.774;0;9.7
0.52;-65674.83861;-32391.47883;0;-1198696.718;0;2493774.919;0;-2112228.771;0;9.7
0.56;-65674.83861;-32391.47883;0;-1198696.718;0;-3683912.98;0;2165521.774;0;9.7
0.6;-65674.83861;-32391.47883;0;-1198696.718;0;-3683912.98;0;-2112228.771;0;9.7
